Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:C566123
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D000031
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D000544
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D000740
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D000755
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D002006
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D002780
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D002908
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D003920
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D004487
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D006043
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D006527
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D006937
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D006980
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D006984
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D007706
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D008223
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D008268
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D009103
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D009203
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D009216
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D009914
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D010024
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D010300
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D011471
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D011502
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D011507
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D011565
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D012174
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D012216
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D012559
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D013274
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D013959
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D014397
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D014511
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D014652
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D016112
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D019282
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D019339
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D054219
Compound::DB09130	union::treats::Compound:Disease	Disease::MESH:D065634
Compound::DB09130	union::treats::Compound:Disease	Disease::OMIM:168600
Compound::DB01638	union::treats::Compound:Disease	Disease::MESH:D002386
Compound::DB01638	union::treats::Compound:Disease	Disease::MESH:D003248
Compound::DB01638	union::treats::Compound:Disease	Disease::MESH:D003929
Compound::DB01638	union::treats::Compound:Disease	Disease::MESH:D006947
Compound::DB01638	union::treats::Compound:Disease	Disease::MESH:D012769
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D001172
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D001201
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D001249
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D003550
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D004381
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D004941
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D005355
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D005756
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D005764
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D006259
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D006331
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D006356
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D006467
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D006470
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D007511
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D007674
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D008545
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D009059
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D009101
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D009369
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D009765
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D010003
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D010146
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D011565
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D012678
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D013167
Compound::DB00863	union::treats::Compound:Disease	Disease::MESH:D013272
